CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS004-17SB,DESEMPENHO DE AERONAVES A1-Matutino (SB),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-4,60,28,-,FERNANDO MADEIRA,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESTS004-17SB,DESEMPENHO DE AERONAVES A1-Noturno (SB),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SB,Noturno,4-0-4,60,31,-,REINALDO MARCONDES ORSELLI,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESAE008-23SB,DINÂMICA DO VOO A1-Noturno (SB),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-4,40,33,-,FERNANDO MADEIRA,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS001-17SB,DINÂMICA I A1-Matutino (SB),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SB,Matutino,4-0-5,60,60,-,CARLOS RENATO HUAURA SOLORZANO,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESZS029-17SB,DINÂMICA ORBITAL A1-Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-4,40,38,-,CARLOS RENATO HUAURA SOLORZANO,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTA001-17SB,DISPOSITIVOS ELETRÔNICOS A1-Matutino (SB),"terça das 10:00 às 13:00, semanal ; sexta das 08:00 às 10:00, semanal",,SB,Matutino,3-2-4,40,0,-,EDUARDO DOS SANTOS FERREIRA,0,EDUARDO DOS SANTOS FERREIRA,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS003-17SB,INTRODUÇÃO À ASTRONÁUTICA A1-Matutino (SB),"quarta das 10:00 às 12:00, semanal",,SB,Matutino,2-0-3,40,27,-,CARLOS RENATO HUAURA SOLORZANO,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESAE011-23SB,INTRODUÇÃO À ENGENHARIA DE SISTEMAS AEROESPACIAIS A1-Noturno (SB),"quarta das 19:00 às 21:00, semanal",,SB,Noturno,2-0-3,60,0,-,ANTONIO GIL VICENTE DE BRUM,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS006-17SB,"LABORATÓRIO DE GUIAGEM, NAVEGAÇÃO E CONTROLE A1-Matutino (SB)",,"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",SB,Matutino,0-4-4,42,32,-,0,0,CLAUDIA CELESTE CELESTINO DE PAULA SANTOS,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESTS006-17SB,"LABORATÓRIO DE GUIAGEM, NAVEGAÇÃO E CONTROLE A1-Noturno (SB)",,"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",SB,Noturno,0-4-4,42,0,-,0,0,ANTONIO GIL VICENTE DE BRUM,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESAE004-23SB,MÉTODOS COMPUTACIONAIS PARA ANÁLISE ESTRUTURAL A1-Noturno (SB),"quarta das 19:00 às 21:00, semanal","sexta das 21:00 às 23:00, semanal",SB,Noturno,2-2-4,40,19,-,JOAO BATISTA DE AGUIAR,0,JOAO BATISTA DE AGUIAR,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTA019-17SB,PROJETO ASSISTIDO POR COMPUTADOR A1- Matutino (SB),,"terça das 10:00 às 12:00, semanal",SB,Matutino,0-2-3,40,40,-,0,0,LUIZ DE SIQUEIRA MARTINS FILHO,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESZS028-17SB,PROJETO DE AERONAVES I A1-Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-6,40,26,-,REINALDO MARCONDES ORSELLI,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS013-17SB,PROJETO DE ELEMENTOS ESTRUTURAIS DE AERONAVES I A1-Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,3-1-5,60,2,-,MARCELO ARAUJO DA SILVA,0,MARCELO ARAUJO DA SILVA,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESTS013-17SB,PROJETO DE ELEMENTOS ESTRUTURAIS DE AERONAVES I A1-Noturno (SB),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SB,Noturno,3-1-5,60,2,-,WESLEY GOIS,0,WESLEY GOIS,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTA003-17SB,SISTEMAS DE CONTROLE I A1-Matutino (SB),"segunda das 10:00 às 13:00, semanal","quinta das 08:00 às 10:00, semanal",SB,Matutino,3-2-4,42,25,-,LEANDRO BARONI,0,LEANDRO BARONI,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESTA003-17SB,SISTEMAS DE CONTROLE I A1-Noturno (SB),"terça das 18:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SB,Noturno,3-2-4,42,23,-,LUIZ CARLOS GADELHA DE SOUZA,0,LUIZ CARLOS GADELHA DE SOUZA,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS017-17SB,SISTEMAS DE PROPULSÃO I A1-Matutino (SB),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SB,Matutino,3-1-5,60,58,-,CARLOS ALBERTO ROCHA PIMENTEL,0,CARLOS ALBERTO ROCHA PIMENTEL,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESTS017-17SB,SISTEMAS DE PROPULSÃO I A1-Noturno (SB),"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SB,Noturno,3-1-5,60,0,-,ALEXANDRE ALVES,0,ALEXANDRE ALVES,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESZA006-17SB,TEORIA DE CONTROLE ÓTIMO A1-Noturno (SB),"quinta das 18:00 às 21:00, semanal",,SB,Noturno,3-0-4,40,19,-,LUIZ CARLOS GADELHA DE SOUZA,0,0,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,DA1ESTS018-17SB,TRANSFERÊNCIA DE CALOR APLICADA A SISTEMAS AEROESPACIAIS A1-Matutino (SB),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SB,Matutino,3-1-4,80,0,SIM,ANNIBAL HETEM JUNIOR,0,ANNIBAL HETEM JUNIOR,0
BACHARELADO EM ENGENHARIA AEROESPACIAL,NA1ESTS018-17SB,TRANSFERÊNCIA DE CALOR APLICADA A SISTEMAS AEROESPACIAIS A1-Noturno (SB),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SB,Noturno,3-1-4,40,15,-,ALEXANDRE ALVES,0,ALEXANDRE ALVES,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU025-17SA,AVALIAÇÃO DE IMPACTOS AMBIENTAIS A1- Matutino (SA),,"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",SA,Matutino,2-2-4,30,7,-,GABRIELA FARIAS ASMUS,0,GABRIELA FARIAS ASMUS,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU025-17SA,AVALIAÇÃO DE IMPACTOS AMBIENTAIS A1- Noturno (SA),,"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",SA,Noturno,2-2-4,30,0,-,PAULA CIMINELLI RAMALHO,0,PAULA CIMINELLI RAMALHO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NB1ESTU025-17SA,AVALIAÇÃO DE IMPACTOS AMBIENTAIS B1- Noturno (SA),,"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",SA,Noturno,2-2-4,30,0,SIM,GABRIELA FARIAS ASMUS,0,GABRIELA FARIAS ASMUS,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESZU022-17SA,CIÊNCIAS ATMOSFÉRICAS A1-Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-4,60,50,-,MARIA CLEOFE VALVERDE BRAMBILA,0,0,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESZU022-17SA,CIÊNCIAS ATMOSFÉRICAS A1-Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,60,2,-,CLAUDIA BOIAN,0,0,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESZU003-17SA,CONTAMINAÇÃO E REMEDIAÇÃO DE SOLOS A1- Noturno (SA),"quarta das 18:00 às 21:00, semanal",,SA,Noturno,3-0-1,65,0,-,LARISSA CICCOTTI FREIRE,LUISA HELENA DOS SANTOS OLIVEIRA,0,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU027-17SA,FUNDAMENTOS DE GEOLOGIA PARA ENGENHARIA A1-Matutino (SA),"terça das 10:00 às 13:00, semanal",,SA,Matutino,2-1-2,45,29,-,LUCIANA MARIA FERRER,0,LUCIANA MARIA FERRER,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU028-17SA,HIDRÁULICA DE CONDUTOS FORÇADOS A1- Matutino (SA),"segunda das 10:00 às 13:00, semanal",,SA,Matutino,2-1-2,60,50,-,TATIANE ARAUJO DE JESUS,0,TATIANE ARAUJO DE JESUS,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU028-17SA,HIDRÁULICA DE CONDUTOS FORÇADOS A1- Noturno (SA),"quinta das 18:00 às 21:00, semanal",,SA,Noturno,2-1-2,60,10,-,TATIANE ARAUJO DE JESUS,0,TATIANE ARAUJO DE JESUS,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU009-17SA,HIDROLOGIA A1-Matutino (SA),"sexta das 08:00 às 10:00, semanal ; terça das 10:00 às 12:00, quinzenal I","terça das 10:00 às 12:00, quinzenal II",SA,Matutino,3-1-3,30,26,-,ANDREA DE OLIVEIRA CARDOSO,MARIA CLEOFE VALVERDE BRAMBILA,MARIA CLEOFE VALVERDE BRAMBILA,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU009-17SA,HIDROLOGIA A1-Noturno (SA),"sexta das 19:00 às 21:00, semanal ; terça das 21:00 às 23:00, quinzenal I","terça das 21:00 às 23:00, quinzenal II",SA,Noturno,3-1-3,30,0,SIM,ANDREA DE OLIVEIRA CARDOSO,0,MARIA CLEOFE VALVERDE BRAMBILA,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA2ESTU009-17SA,HIDROLOGIA A2-Noturno (SA),"sexta das 19:00 às 21:00, semanal ; terça das 21:00 às 23:00, quinzenal I","terça das 19:00 às 21:00, quinzenal II",SA,Noturno,3-1-3,30,25,-,MARIA CLEOFE VALVERDE BRAMBILA,0,ANDREA DE OLIVEIRA CARDOSO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU040-17SA,PROJETO AMBIENTAL URBANO A1-Matutino (SA),,"sexta das 08:00 às 12:00, semanal",SA,Matutino,1-3-4,30,22,-,FERNANDA BORGES MONTEIRO ALVES,0,FERNANDA BORGES MONTEIRO ALVES,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU040-17SA,PROJETO AMBIENTAL URBANO A1-Noturno (SA),,"terça das 19:00 às 23:00, semanal",SA,Noturno,1-3-4,30,0,SIM,FERNANDA BORGES MONTEIRO ALVES,0,FERNANDA BORGES MONTEIRO ALVES,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESZM033-17SA,RECICLAGEM E AMBIENTE A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SA,Noturno,3-1-4,60,13,-,RODOLFO SBROLINI TIBURCIO,0,RODOLFO SBROLINI TIBURCIO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU031-17SA,RECUPERAÇÃO DE ÁREAS DEGRADADAS A1- Matutino (SA),"quarta das 10:00 às 13:00, semanal",,SA,Matutino,2-1-3,60,46,-,LEANDRO REVERBERI TAMBOSI,0,LUISA HELENA DOS SANTOS OLIVEIRA,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU031-17SA,RECUPERAÇÃO DE ÁREAS DEGRADADAS A1- Noturno (SA),"quinta das 18:00 às 21:00, semanal",,SA,Noturno,2-1-3,60,0,-,LEANDRO REVERBERI TAMBOSI,0,LUISA HELENA DOS SANTOS OLIVEIRA,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU039-17SA,REGULAÇÃO AMBIENTAL E URBANÍSTICA A1- Matutino (SA),"quinta das 10:00 às 12:00, semanal",,SA,Matutino,2-0-4,60,45,-,PAULA CIMINELLI RAMALHO,0,0,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU039-17SA,REGULAÇÃO AMBIENTAL E URBANÍSTICA A1- Noturno (SA),"segunda das 21:00 às 23:00, semanal",,SA,Noturno,2-0-4,60,0,SIM,PAULA CIMINELLI RAMALHO,0,0,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU032-17SA,REPRESENTAÇÃO GRÁFICA DE PROJETOS AMBIENTAIS E URBANOS A1-Noturno (SA),,"sexta das 19:00 às 23:00, semanal",SA,Noturno,0-4-4,30,3,-,0,0,SILVIA LENYRA MEIRELLES CAMPOS TITOTTO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESZU017-17SA,SENSORIAMENTO REMOTO A1-Matutino (SA),,"quinta das 14:00 às 18:00, semanal",SA,Matutino,1-3-2,30,7,-,VICTOR FERNANDEZ NASCIMENTO,0,VICTOR FERNANDEZ NASCIMENTO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU034-17SA,SISTEMAS DE ABASTECIMENTO DE ÁGUAS A1- Matutino (SA),"sexta das 10:00 às 13:00, semanal",,SA,Matutino,2-1-4,60,46,-,CAMILA CLEMENTINA ARANTES,0,CAMILA CLEMENTINA ARANTES,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU034-17SA,SISTEMAS DE ABASTECIMENTO DE ÁGUAS A1- Noturno (SA),"terça das 18:00 às 21:00, semanal",,SA,Noturno,2-1-4,60,0,SIM,CAMILA CLEMENTINA ARANTES,0,CAMILA CLEMENTINA ARANTES,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU036-17SA,SISTEMAS DE DRENAGEM URBANA A1-Matutino (SA),"quinta das 10:00 às 13:00, semanal",,SA,Matutino,2-1-4,60,46,-,GILSON LAMEIRA DE LIMA,0,GILSON LAMEIRA DE LIMA,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU036-17SA,SISTEMAS DE DRENAGEM URBANA A1-Noturno (SA),"segunda das 18:00 às 21:00, semanal",,SA,Noturno,2-1-4,60,0,-,GILSON LAMEIRA DE LIMA,0,GILSON LAMEIRA DE LIMA,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA2ESTU036-17SA,SISTEMAS DE DRENAGEM URBANA A2-Noturno (SA),"segunda das 18:00 às 21:00, semanal",,SA,Noturno,2-1-4,45,12,-,MELISSA CRISTINA PEREIRA GRACIOSA,0,MELISSA CRISTINA PEREIRA GRACIOSA,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU035-17SA,SISTEMAS DE ESGOTAMENTO SANITÁRIO A1- Matutino (SA),"terça das 10:00 às 13:00, semanal",,SA,Matutino,2-1-4,60,39,-,RODRIGO DE FREITAS BUENO,0,RODRIGO DE FREITAS BUENO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU035-17SA,SISTEMAS DE ESGOTAMENTO SANITÁRIO A1- Noturno (SA),"quarta das 18:00 às 21:00, semanal",,SA,Noturno,2-1-4,61,0,-,RODRIGO DE FREITAS BUENO,0,RODRIGO DE FREITAS BUENO,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,DA1ESTU038-17SA,TRATAMENTO DE ÁGUAS URBANAS SERVIDAS A1- Matutino (SA),"quarta das 10:00 às 13:00, semanal",,SA,Matutino,2-1-4,60,54,-,EDUARDO LUCAS SUBTIL,0,EDUARDO LUCAS SUBTIL,0
BACHARELADO EM ENGENHARIA AMBIENTAL E URBANA,NA1ESTU038-17SA,TRATAMENTO DE ÁGUAS URBANAS SERVIDAS A1- Noturno (SA),"quarta das 18:00 às 21:00, semanal",,SA,Noturno,2-1-4,30,0,-,EDUARDO LUCAS SUBTIL,0,EDUARDO LUCAS SUBTIL,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTB013-17SB,BIOSSEGURANÇA A1-Matutino (SB),"quinta das 08:00 às 10:00, semanal ; segunda das 10:00 às 12:00, semanal",,SB,Matutino,4-0-3,40,19,-,CHRISTIANE BERTACHINI LOMBELLO,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESTB013-17SB,BIOSSEGURANÇA A1-Noturno (SB),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SB,Noturno,4-0-3,60,17,-,ANDREA CECILIA DORION RODAS,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTB005-17SB,CIÊNCIA DOS MATERIAIS BIOCOMPATÍVEIS A1- Matutino (SB),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, quinzenal I","sexta das 10:00 às 12:00, quinzenal II",SB,Matutino,3-1-4,30,10,-,SONIA MARIA MALMONGE,0,SONIA MARIA MALMONGE,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESTB005-17SB,CIÊNCIA DOS MATERIAIS BIOCOMPATÍVEIS A1- Noturno (SB),"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal I","sexta das 21:00 às 23:00, quinzenal II",SB,Noturno,3-1-4,30,8,-,SONIA MARIA MALMONGE,0,FREDERICO AUGUSTO PIRES FERNANDES,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA2ESTB005-17SB,CIÊNCIA DOS MATERIAIS BIOCOMPATÍVEIS A2- Noturno (SB),"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, quinzenal II","sexta das 21:00 às 23:00, quinzenal I",SB,Noturno,3-1-4,30,16,-,SONIA MARIA MALMONGE,0,FREDERICO AUGUSTO PIRES FERNANDES,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTA007-17SB,ELETRÔNICA ANALÓGICA APLICADA A1-Matutino (SB),"terça das 14:00 às 17:00, semanal","quinta das 14:00 às 16:00, semanal",SB,Matutino,3-2-4,30,25,-,WALTER AMERICO ARELLANO ESPINOZA,0,WALTER AMERICO ARELLANO ESPINOZA,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESZB027-17SB,ENGENHARIA DE REABILITAÇÃO E BIOFEEDBACK A1-Matutino (SB),"terça das 10:00 às 12:00, quinzenal I; sexta das 08:00 às 10:00, semanal","terça das 10:00 às 12:00, quinzenal II",SB,Matutino,3-1-4,42,34,-,DANIEL BOARI COELHO,0,DANIEL BOARI COELHO,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTB028-17SB,EQUIPAMENTOS MÉDICO-HOSPITALARES A1- Matutino (SB),"quarta das 08:00 às 10:00, semanal","sexta das 10:00 às 12:00, semanal",SB,Matutino,2-2-4,30,0,-,RONNY CALIXTO CARBONARI,0,RONNY CALIXTO CARBONARI,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESTB028-17SB,EQUIPAMENTOS MÉDICO-HOSPITALARES A1- Noturno (SB),"segunda das 21:00 às 23:00, semanal","quinta das 19:00 às 21:00, semanal",SB,Noturno,2-2-4,30,15,-,OLAVO LUPPI SILVA,0,OLAVO LUPPI SILVA,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA2ESTB028-17SB,EQUIPAMENTOS MÉDICO-HOSPITALARES A2- Noturno (SB),"segunda das 21:00 às 23:00, semanal","quarta das 19:00 às 21:00, semanal",SB,Noturno,2-2-4,30,22,-,OLAVO LUPPI SILVA,0,OLAVO LUPPI SILVA,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTB023-17SB,FÍSICA MÉDICA I A1-Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-4,30,5,-,CAROLINA BENETTI,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESTB023-17SB,FÍSICA MÉDICA I A1-Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-4,43,0,-,NASSER ALI DAGHASTANLI,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESZB005-17SB,INTRODUÇÃO À BIOTECNOLOGIA A1-Noturno (SB),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SB,Noturno,4-0-4,60,10,-,ANDREA CECILIA DORION RODAS,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESZB021-17SB,INTRODUÇÃO À ENGENHARIA BIOMÉDICA A1- Matutino (SB),"segunda das 08:00 às 10:00, semanal",,SB,Matutino,2-0-4,30,0,-,ILKA TIEMY KATO PRATES,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESZB014-17SB,INTRODUÇÃO À ROBÓTICA A1-Noturno (SB),"terça das 21:00 às 23:00, semanal","sexta das 19:00 às 21:00, semanal",SB,Noturno,2-2-4,31,0,-,WAGNER SHIN NISHITANI,0,WAGNER SHIN NISHITANI,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTB024-17SB,MODELAGEM DE SISTEMAS DINÂMICOS II A1- Matutino (SB),"sexta das 08:00 às 10:00, semanal","terça das 10:00 às 12:00, semanal",SB,Matutino,2-2-4,30,11,-,WAGNER SHIN NISHITANI,0,WAGNER SHIN NISHITANI,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESTB024-17SB,MODELAGEM DE SISTEMAS DINÂMICOS II A1- Noturno (SB),"quarta das 21:00 às 23:00, semanal","segunda das 19:00 às 21:00, semanal",SB,Noturno,2-2-4,40,2,-,RONNY CALIXTO CARBONARI,0,RONNY CALIXTO CARBONARI,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESZB038-17SB,MODELAGEM E SIMULAÇÃO DO MOVIMENTO HUMANO A1-Noturno (SB),"quarta das 19:00 às 21:00, semanal","sexta das 21:00 às 23:00, semanal",SB,Noturno,2-2-4,30,3,-,MARCOS DUARTE,0,RENATO NAVILLE WATANABE,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESZB033-17SB,PROJETO E DESENVOLVIMENTO DE INTERFACES CÉREBRO-MÁQUINA A1-Matutino (SB),,"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",SB,Matutino,2-2-4,30,3,-,DIOGO COUTINHO SORIANO,0,DIOGO COUTINHO SORIANO,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESBM009-23SB,SENSORES BIOMÉDICOS A1-Matutino (SB),"quarta das 10:00 às 12:00, semanal",,SB,Matutino,2-0-4,40,25,-,JOAO LOURES SALINET JUNIOR,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESBM009-23SB,SENSORES BIOMÉDICOS A1-Noturno (SB),"terça das 21:00 às 23:00, semanal",,SB,Noturno,2-0-4,40,0,SIM,FERNANDO SILVA DE MOURA,0,0,0
BACHARELADO EM ENGENHARIA BIOMÉDICA,DA1ESTI003-17SB,TRANSFORMADAS EM SINAIS E SISTEMAS LINEARES A1-Matutino (SB),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal",,SB,Matutino,4-0-4,30,11,-,JOAO LOURES SALINET JUNIOR,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA BIOMÉDICA,NA1ESTI003-17SB,TRANSFORMADAS EM SINAIS E SISTEMAS LINEARES A1-Noturno (SB),"quarta das 19:00 às 21:00, semanal ; sexta das 21:00 às 23:00, semanal",,SB,Noturno,4-0-4,40,0,-,ANDERSON GABRIEL SANTIAGO CRAVO,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE037-17SA,ANÁLISE ECONÔMICA DE PROJETOS ENERGÉTICOS A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-4,60,19,-,CONRADO AUGUSTUS DE MELO,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESTE036-17SA,ECONOMIA DA ENERGIA A1-Matutino (SA),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-4,60,46,-,CONRADO AUGUSTUS DE MELO,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESZE105-17SA,ENERGIA DOS OCEANOS A1-Noturno (SA),"quinta das 19:00 às 21:00, semanal ; segunda das 21:00 às 23:00, semanal",,SA,Noturno,4-0-2,47,0,-,FEDERICO BERNARDINO MORANTE TRIGOSO,0,0,0
